Wydarzenie;Naglowek
BIZNES;Boom na infrastrukturę AI nie zwalnia. BlackRock szykuje rekordową transakcję
BIZNES;Rosjanie chcą wspólnego interesu z USA. W grze największy koncern naftowy w Serbii
BIZNES;Kaufland wycofuje kontrowersyjny produkt. Sieć tłumaczy się z błędu
BIZNES;Koniec legendy tytoniowej w Niemczech. Pracownicy w Polsce czekają na decyzję
BIZNES;Największy kontrakt w historii LOT-u. Podano, kiedy przyleci pierwszy Airbus A220
BIZNES;InPost za pośrednictwem buycoffee.to umożliwia postawienie wirtualnej kawy dla Kurierów
BIZNES;Najlepsze systemy POS dla gastronomii – TOP 5 kompleksowych rozwiązań z zakresu oprogramowania dla gastronomii
BIZNES;Tak się kończy megalomania w biznesie. Radom zostaje z jednym połączeniem
BIZNES;Sztuczna inteligencja i reklama w sklepach motorami transformacji marketingu. Polskie firmy mogą wykorzystać globalne trendy
BIZNES;Listy zastawne - nieoczywista alternatywa dla lokat
BIZNES;Pierwszy sukces nowego zarządu. Koniec sporu zbiorowego w PZU
BIZNES;Nawet 4,3 miliona czekoladowych produktów dziennie – fabryka Mars w Janaszówku świętuje 30 lat działalności
BIZNES;Elżbieta Krawczyk-Grzyb, prezeska Free Polska - wyłącznego przedstawiciela marki GREE w kraju, o sukcesie i wyzwaniach w zarządzaniu firmą
BIZNES;Rośnie zainteresowanie wśród pracowników dopłatami do dojazdów do pracy. Tylko 9 proc. firm oferuje takie benefity
BIZNES;Biznesowy apetyt na zmianę -  wydarzenie „Taste & Travel” już w październiku!
BIZNES;Sztuka biznesu i biznes w sztuce [FELIETON]
BIZNES;Interkadra by Synergie w procesie rebrandingu. Od 1.01.2026 roku pod marką Synergie
BIZNES;Banki z jeszcze większymi zyskami. NBP podał nowe dane
BIZNES;Benefity jako korzyść dla pracowników i biznesu
BIZNES;Wiemy, kto kupił monumentalnego Mitoraja. Za Tindaro stoi jeden z najbogatszych Polaków i jego nowy projekt
BIZNES;Wsparcie rodziców w świecie biznesu — wymóg prawa, moda czy misja?
BIZNES;Kultowa wrocławska knajpa pokazała swoje koszty. Bez januszowania
BIZNES;Menadżerowie krezusi. W tych firmach zarządzający najlepiej zarabiają na życie
BIZNES;Kraje bałtyckie – małe gospodarki, wielki potencjał dla logistyki
BIZNES;Benefity od kulis. Z korzyścią dla pracowników i biznesu
BIZNES;Orlen Paczka zmieni właściciela. Płocki koncern znalazł nabywcę
BIZNES;KSeF: czy będzie cyfrowym katalizatorem dla polskich firm?
BIZNES;Ministerstwo Finansów wstrzymuje wielką fuzję Pekao z PZU. Znamy powód
BIZNES;Takie są plany na energetykę jądrową w Polsce. Prezes PEJ o priorytetach [WYWIAD]
WYPADEK;Policjantka z Komisariatu II w Radomiu będąc po służbie, zatrzymała nietrzeźwego kierowcę
WYPADEK;Bądź gotowy do bezpiecznej, świątecznej drogi!
WYPADEK;O krok od tragedii. 67-latka niemal potrąciła pieszych na pasach
WYPADEK;Policyjny pościg za 35-latkiem bez prawa jazdy i z narkotykami
WYPADEK;Wjechał hulajnogą na przejście i uderzył w osobówkę. 8-latek trafił do szpitala
WYPADEK;Autobus i rowerzystka - poważne zdarzenie w Międzyzdrojach
WYPADEK;Potrącenie 9-letniej dziewczynki na ulicy Pamiątki
WYPADEK;Wjechała na przejazd kolejowy, kiedy zamykały się rogatki
WYPADEK;Do 20 lat więzienia grozi kierowcy, który śmiertelnie potrącił 78-letnią rowerzystkę, a potem uciekł
WYPADEK;Pod prąd na rondzie, wprost na nadjeżdżający radiowóz
WYPADEK;Wjechał hulajnogą elektryczną wprost pod nadjeżdżające auto
WYPADEK;13-latek uciekał audi przed ostrowieckimi policjantami
WYPADEK;Szponcił na drodze - zatrzymali go policjanci
WYPADEK;Uciekał przed policjantami, bo nie posiadał uprawnień do kierowania. 28-latek zatrzymany po pościgu
WYPADEK;Policjanci z Kluczborka uratowali życie 87-latkowi
WYPADEK;Na drodze nie ma miejsca na alkohol – działania „Trzeźwy wieczór” na lubuskich drogach
WYPADEK;Tymczasowy areszt dla 47-letniego sprawcy tragicznego wypadku drogowego
WYPADEK;Sprawdź światła pojazdu. Bezpłatnie!
WYPADEK;52-latek zatrzymany po policyjnym pościgu. Kierował bez uprawnień i pod wpływem narkotyków
WYPADEK;Śmiertelne potrącenie motorowerzysty w powiecie parczewskim
WYPADEK;Potrącił pieszego i uciekł - zarzuty dla 80-letniego kierowcy
WYPADEK;Niebezpieczne zdarzenie przed przejazdem drogowo-kolejowym
WYPADEK;Bezpieczne Andrzejki 2025
WYPADEK;Nie ustąpił pierwszeństwa i doprowadził do kolizji
WYPADEK;Policyjne działania Prędkość
WYPADEK;Policyjny pościg ulicami Wrocławia. Uciekinierzy doprowadzili do poważnego wypadku
WYPADEK;Nietrzeźwy kierujący bez uprawnień uderzył w latarnię - sprawa trafi do sądu
WYPADEK;Policyjny pościg zakończony zatrzymaniem
WYPADEK;Nocny pościg w Zielonej Górze. Policjanci zatrzymali kierowcę z trzema zakazami i dwoma listami gończymi
WYPADEK;Policjanci ewakuowali osoby uwięzione przez zamieć śnieżną w swoich samochodach
WYPADEK;Pięciokrotne złamanie sądowego zakazu zakończone wyrokiem
WYPADEK;Zawodowi kierowcy nadal lekceważą przepisy na A2. 20 wykroczeń w zaledwie 3 godziny
WYPADEK;„Twoje światła – Nasze bezpieczeństwo”  kampania na rzecz sprawnych świateł
WYPADEK;Wjechał na skrzyżowanie na czerwonym świetle i doprowadził do kolizji
WYPADEK;Policyjny pościg i skuteczne zatrzymanie 26-latka w sportowym audi
WYPADEK;Nie zatrzymał się do kontroli, bo był poszukiwany, pod wpływem narkotyków i miał cofnięte uprawnienia
WYPADEK;Bądź widoczny – noś odblaski. Jesień to czas, gdy pieszy musi świecić przykładem
WYPADEK;Na hulajnodze wjechał w kobietę z wózkiem. Policjanci skierują sprawę do sądu
WYPADEK;Policyjny pościg za 16-latkiem bez uprawnień i pod wpływem amfetaminy
WYPADEK;19-latek usłyszał wyrok w trybie przyspieszonym. Bezwzględne więzienie
WYPADEK;Niebezpieczne zachowania kierowców na przejściu w bydgoskim Fordonie
WYPADEK;Wołowscy policjanci zatrzymali 37-letniego mężczyznę za niezatrzymanie się do kontroli, łamania zakazu sądowego, posiadanie narkotyków i kilka innych naruszeń prawa
WYPADEK;Jeleniogórscy policjanci po pościgu zatrzymali 30-latka podejrzewanego m.in. o kradzież pojazdu i czynną napaść na funkcjonariusza
WYPADEK;Pijany doprowadził do dachowania auta i uciekł z miejsca zdarzenia, nie udzielając pomocy poszkodowanemu pasażerowi
WYPADEK;Promile i brak karty rowerowej. Sprawą 14-latka zajmie się sąd rodzinny
WYPADEK;12-latka na hulajnodze potrącona na pasach
WYPADEK;Pijany kierowca potrącił policjantkę
WYPADEK;Pościg za 16-latkiem na hulajnodze elektrycznej
WYPADEK;Na drodze nie ma miejsca na błędy! Potrącenie pieszej w oku kamery
WYPADEK;Był nietrzeźwy i uciekał - zatrzymali go policjanci
WYPADEK;Para włamywaczy zatrzymana i odzyskana cześć skradzionego mienia - sukces wałbrzyskich kryminalnych
WYPADEK;Przyjechał pod komendę…na podwójnym gazie
WYPADEK;Dwukrotnie jechał z prędkością 111 km/h
WYPADEK;O włos od tragedii - STOP AGRESJI DROGOWEJ
WYPADEK;Nietypowe zdarzenie drogowe w Koszalinie - 81-letnia kierująca hulajnogą elektryczną nie wyhamowała i uderzyła w ciężarówkę
WYPADEK;Spowodował zagrożenie bezpieczeństwa w ruchu drogowym - nie uniknął konsekwencji
WYPADEK;Szaleńcza ucieczka ulicami Piaseczna
WYPADEK;Ponad 1500 szkół w „Odblaskowej Szkole” 2025!
WYPADEK;Legniccy policjanci ustalili i zatrzymali sprawcę wypadku w Golance Dolnej, który uciekł z miejsca zdarzenia
WYPADEK;Wykorzystał korytarz życia do ucieczki, a później uderzył w radiowóz i inny pojazd - 41-latek bez uprawnień i z narkotykami
WYPADEK;Na wolnym zatrzymał pijanego kierowcę
WYPADEK;Nagłe wbiegnięcie psa na jezdnię to poważne zagrożenie bezpieczeństwa na drodze
WYPADEK;Potrącił ciężarną na przejściu dla pieszych
WYPADEK;„Ogólnopolski Policyjny Dzień Odblasków” –  inauguracja akcji „Świeć Przykładem – Noś Odblaski!”
WYPADEK;14-latek za kierownicą forda
WYPADEK;11-latek na hulajnodze zatrzymany na drodze krajowej
WYPADEK;11-latek potrącony na przejściu dla pieszych
WYPADEK;Pomylił drogę z torem wyścigowym - strzeleccy policjanci zakończyli rajd 26-latka
WYPADEK;Urządzili sobie wyścigi na drodze publicznej
WYPADEK;Kompletnie pijany z zakazem prowadzenia pojazdów jechał autostradą
WYPADEK;Policjanci rozliczyli kierowcę rażącego wykroczenia
WYPADEK;Włamanie do samochodu, ucieczka po alkoholu i narkotyki
WYPADEK;Czujne oko policjantów doprowadziło do wyeliminowania z ruchu kolejnych piratów drogowych
WYPADEK;Z policjantem ruchu drogowego - podcast
WYPADEK;Policjanci pilotowali do szpitala samochód z dzieckiem, które dostało ataku duszności
WYPADEK;Uciekał na hulajnodze elektrycznej przed policjantami
WYPADEK;Nieodpowiedzialny motocyklista zatrzymany przez dolnośląskich policjantów
WYPADEK;Przekroczyli prędkość - stracili prawa jazdy
WYPADEK;Sezon zakończył utratą prawa jazdy - motocyklista jechał 108 km/h przez miejscowość
WYPADEK;Tragiczny bilans weekendu - wypadki z udziałem motocyklistów
WYPADEK;191km/h na liczniku. Policja mówi STOP - 5000 zł mandatu dla recydywisty
WYPADEK;Konsekwencje dla kierowców łamiących przepisy
WYPADEK;22 września - Dzień Bez Samochodu
WYPADEK;VIII Międzynarodowe szkolenie z bezpiecznej jazdy motocyklem dla służb mundurowych w Salzburgu
WYPADEK;Finał XXXV Ogólnopolskiego Konkursu „Policjant Ruchu Drogowego” – uroczyste zakończenie
WYPADEK;Pościg białostockimi ulicami - 41-latek zatrzymany
WYPADEK;Zawracali w tunelu na ekspresówce – szybko ponieśli surowe konsekwencje swojego skrajnie niebezpiecznego zachowania
WYPADEK;90 km/h na hulajnodze. Policyjny pościg za nastolatkiem w Koszalinie
WYPADEK;Zaproszenie dla mediów na uroczysty Finał XXXV Ogólnopolskiego Konkursu „Policjant Ruchu Drogowego” oraz ślubowanie nowych policjantów
WYPADEK;Trzeci dzień zmagań o tytuł najlepszego policjanta ruchu drogowego w kraju
WYPADEK;Drugi dzień konkursu o tytuł najlepszego policjanta drogówki w kraju
WYPADEK;Nietrzeźwy kierowca bmw zatrzymany w Jednorożcu - obywatel Bangladeszu zostanie wydalony z Polski
WYPADEK;Nietrzeźwy kierowca sam przyjechał do komendy
WYPADEK;Wpadł z gigantyczną kontrabandą - trafił do aresztu
WYPADEK;Przekroczyli prędkość - stracili prawa jazdy
WYPADEK;Pierwszy dzień zmagań w ogólnopolskim konkursie o tytuł najlepszego policjanta drogówki w kraju
WYPADEK;Spowodował wypadek po alkoholu i uciekł. 23-latek objęty dozorem policyjnym
WYPADEK;Policjant po służbie zatrzymał pijanego kierowcę
WYPADEK;Stop agresji drogowej
WYPADEK;25-letni obywatel Ukrainy spowodował wypadek pod wpływem alkoholu - został deportowany
WYPADEK;Kierował autem pod działaniem narkotyków i zaatakował policjantów. 31-latek usłyszał zarzuty
WYPADEK;ROADPOL SAFETY DAYS 2025. Bezpieczeństwo zaczyna się od nas samych
WYPADEK;Uroczyste rozpoczęcie Finału XXXV Ogólnopolskiego Konkursu Policjant Ruchu Drogowego
WYPADEK;Pijany rowerzysta potrącił dziecko w wózku, a pijany ojciec z dzieckiem podróżował
WYPADEK;Potrącenie na przejściu dla pieszych w Złotoryi. Policjanci apelują o ostrożność!
WYPADEK;Pamiętaj, życie masz tylko jedno! MISTRZU, ZWOLNIJ
WYPADEK;Jechała znacznie za szybko - swoją podróż zakończyła dachowaniem
WYPADEK;Twoja reakcja ma znaczenie. Stop agresji drogowej
WYPADEK;Pościg za kierowcą fiata, który nie zatrzymał się do kontroli i stwarzał zagrożenie dla bezpieczeństwa w ruchu drogowym
WYPADEK;Brawurową jazdę zakończył wjeżdżając w budynek
WYPADEK;Ogólnopolski konkurs „Odblaskowa szkoła 2025 - rozpoczęty
WYPADEK;Toyota warta ponad 130 tys. zł odzyskana. Za kierownicą poszukiwany 51-latek
WYPADEK;Nocne działania Policji dla bezpieczeństwa na drogach
WYPADEK;Ogólnopolska Kampania „Mistrzu, Zwolnij” kolejny raz w Małopolsce
WYPADEK;Mundurowy w czasie wolnym ujął pijanego kierowcę
WYPADEK;Śląska Policja wykorzystuje drony do walki z piratami drogowymi. Setki wykroczeń w zaledwie pięć miesięcy
WYPADEK;Straciła prawo jazdy za potrącenie rowerzysty
WYPADEK;15-latek na crossie uciekał przed policjantami
WYPADEK;Policjanci obserwowali z drona zachowanie kierujących hulajnogami
WYPADEK;Zarzut sprowadzenia niebezpieczeństwa katastrofy w komunikacji dla kierującego z autostrady A4
WYPADEK;Pędził ponad 200 km/h - szaleńczą jazdę przerwali policjanci piaseczyńskiej drogówki
WYPADEK;Konkurs „Najlepszy Młody Kierowca” 2025
WYPADEK;Konkurs „Najlepszy Młody Kierowca” 2025
WYPADEK;14-latek pędził hulajnogą elektryczną 38,5 km/h – sprawą zajmuje się Policja
WYPADEK;Czołowe zderzenie hulajnogi elektrycznej z samochodem - apelujemy o ostrożność!
WYPADEK;14 kierowców przekroczyło „pięćdziesiątkę” w obszarze zabudowanym
WYPADEK;O krok od tragedii na drodze
WYPADEK;Zwalniaj przy szkołach !
WYPADEK;Bezpieczna droga do szkoły
WYPADEK;Bezpieczna droga do szkoły – Policja apeluje o ostrożność
WYPADEK;Kolizja z radiowozem i 7 tysięcy mandatu – pościg za 32-latkiem na hulajnodze
WYPADEK;Uciekał, bo nie miał prawa jazdy
WYPADEK;„Zapuść żurawia” – inauguracja akcji społecznej śląskiej drogówki i Tramwajów Śląskich
WYPADEK;Miał na liczniku 214 km/h. Okazało się, że kolejny raz przekroczył prędkość
WYPADEK;Kierował hulajnogą elektryczną bez uprawnień i za przyzwoleniem rodzica
WYPADEK;Alkohol i zakaz… mogło skończyć się tragicznie
WYPADEK;Wrocławscy policjanci zatrzymali pirata drogowego po pościgu - podejrzany uciekał autostradą i polami uprawnymi
WYPADEK;Korytarz życia tylko dla służb ratunkowych!
WYPADEK;Kolejna nieodpowiedzialna jazda kierującego pojazdem ciężarowym
WYPADEK;Tragiczny wypadek na autostradzie A4 - na miejscu zginął pieszy
WYPADEK;Myśl Głową – Noś Kask
WYPADEK;1000 złotych mandatu dla kierującego hulajnogą elektryczną
WYPADEK;Wypadek na drodze S7 - zderzenia pojazdu ciężarowego z autobusem
WYPADEK;Rajd pirata drogowego po centrum miasta. Policjanci zatrzymali mu prawo jazdy i skierowali sprawę do sądu
WYPADEK;Rowerem po ekspresówce? To zły kierunek!
WYPADEK;Pijany kierowca staranował sygnalizator
WYPADEK;Tragiczny wypadek w Opaleńcu - nie żyją cztery osoby
WYPADEK;Kierowca z zakazem sądowym śmiertelnie potrącił pieszego i uciekł
WYPADEK;Policja zatrzymała 47-latka po tragicznym potrąceniu pieszych na Marymonckiej
WYPADEK;Kolejne groźne zdarzenia z hulajnogami elektrycznymi – policja kontynuuje działania prewencyjne
WYPADEK;Tragiczny wypadek na drodze krajowej 42 - apelujemy o ostrożność!
WYPADEK;Bezpieczne powroty z sierpniowego długiego weekendu – jedźmy z rozwagą, wróćmy z dobrymi wspomnieniami
WYPADEK;Działania „Bezpieczny Jednoślad” na drogach województwa lubelskiego
WYPADEK;Bezpieczna jazda hulajnogą elektryczną
WYPADEK;Śmiertelny wypadek w Puławach. Nie żyje 13-letnia rowerzystka
WYPADEK;Piesi muszą czuć się bezpiecznie na drodze
WYPADEK;84-latka potrącona na przejściu przez motocyklistę
WYPADEK;Niebezpieczne przejażdżki na hulajnogach - interwencje myślenickich policjantów
WYPADEK;Bezpieczny długi weekend sierpniowy - zwolnij, zanim będzie za późno!
WYPADEK;We właściwym miejscu i czasie – na służby można liczyć w każdej sytuacji
WYPADEK;Pędził ekspresówką ponad 200 km/h
WYPADEK;Kierowcy utworzyli wzorowy „korytarz życia” na S3
WYPADEK;Policjant po służbie pomógł poszkodowanym w wypadku drogowym
WYPADEK;Groźne zdarzenia z hulajnogami elektrycznymi – policja apeluje o ostrożność
WYPADEK;Niebezpieczna jazda na Rondzie Solidarności – wysoki mandat dla kierowcy Mercedesa
WYPADEK;Podsumowanie działań e-Hulajnoga, e-Rower na mazowieckich drogach
WYPADEK;2 promile alkoholu, narkotyki i rajd przez Sarbinowo. Zatrzymany został chwilę po potrąceniu matki z dzieckiem i ucieczce z miejsca zdarzenia. Został tymczasowo aresztowany!
WYPADEK;Przed nami ciepłe dni oraz dalekie trasy – zdejmij nogę z gazu i zadbaj o bezpieczeństwo
WYPADEK;Niebezpieczna jazda motocyklisty zakończona mandatem i 26 punktami karnymi
WYPADEK;Policyjne działania na S7 z udziałem śmigłowca
WYPADEK;Widzisz? Reaguj! Policjanci interweniowali wobec pilota pod wpływem alkoholu
WYPADEK;Odpowiednia prędkość, rozwaga, ostrożność – na motocyklu tylko bezpiecznie
WYPADEK;Jechał z uszkodzoną naczepą – policjanci zatrzymali dowód rejestracyjny i ukarali 33-latka mandatem
WYPADEK;Kolejne groźne zdarzenie z udziałem rowerzysty
WYPADEK;Stop Agresji Drogowej
WYPADEK;Śląscy policjanci zabezpieczają IV i V etap wyścigu kolarskiego 82. Tour de Pologne UCI World Tour
WYPADEK;(Nie)trzeźwy poniedziałek na podlaskich drogach
WYPADEK;Zarzuty w sprawie wypadku drogowego na ulicy Bielskiej
WYPADEK;Groźne zdarzenie z udziałem rowerzystki
WYPADEK;Tymczasowy areszt dla kierowcy quada po tragicznym wypadku w Myszkowie
WYPADEK;Nic tam nie wycinałem, sądziłem, że nada trochę dźwięku - kolejne efekty policyjnych działań pn. „Ciche Miasto 2025”
WYPADEK;Stołeczni policjanci przeprowadzili kontrole jednośladów z napędem elektrycznym
WYPADEK;Podsumowanie IRONMAN 70.3 w Krakowie
WYPADEK;141 km/h w zabudowanym i ucieczka przed policją
WYPADEK;Policjanci z Wydziału Ruchu Drogowego trzebnickiej komendy uratowali życie mężczyzny na drodze ekspresowej S5
WYPADEK;Policjanci ze Szczecina udaremnili próbę przemytu migrantów
WYPADEK;Dynamiczne zatrzymanie kierowcy w powiecie oleśnickim. Mężczyzna zignorował policjantów, bo miał ku temu kilka powodów
WYPADEK;Tragiczny wypadek na Drodze Gdyńskiej. 27-latek trafił do aresztu
WYPADEK;Pościg drogą ekspresową w powiecie trzebnickim zakończony zatrzymaniem 43-latka
WYPADEK;Prawo jazdy miał tylko 4 dni. 18-latek jadący 126 km/h w terenie zabudowanym zatrzymany do kontroli
WYPADEK;Policyjne działania „Bezpieczna Mikromobilność” na drogach Warmii i Mazur
WYPADEK;Kolejne zderzenie samochodu z pociągiem w tym tygodniu. Kierowco - zachowaj szczególną ostrożność podczas zbliżania się do przejazdów kolejowych!
WYPADEK;Kolejne niebezpieczne zdarzenia z udziałem hulajnóg elektrycznych. Apel o rozwagę i przestrzeganie przepisów
WYPADEK;Policjantka po służbie zatrzymała nietrzeźwego kierowcę
WYPADEK;Odpowiedzą za uszkodzenie wału przeciwpowodziowego
WYPADEK;Niebezpieczny manewr na DK20 - kierowca ukarany wysokim mandatem
WYPADEK;Podniebne kontrole opolskiego ruchu drogowego z udziałem śmigłowca
WYPADEK;58-latka potrąciła rowerzystę i uciekła. Chwilę później była już w rękach policjantów
WYPADEK;BMW wjechało w rozpędzony pociąg. Kierowca i pasażerka cudem uniknęli obrażeń
WYPADEK;Wyprzedził inny pojazd na przejściu dla pieszych - okazało się, że kierował wbrew sądowemu zakazowi prowadzenia pojazdów mechanicznych
WYPADEK;Pchał samochód do dziewczyny a trafił do policyjnej celi
WYPADEK;Najtragiczniejszy weekend tego roku na śląskich drogach. Apelujemy o rozwagę
WYPADEK;Kask to nie żaden obciach ani trend w modzie. Kask to Twoje bezpieczeństwo!
WYPADEK;Potrącenie druhny OSP przez nietrzeźwego motocyklistę
WYPADEK;4 promile i pasażerowie na „pace”
WYPADEK;Wypadek śmiertelny na drodze ekspresowej S7
WYPADEK;Tragiczna sobota na śląskich drogach. Życie straciły 4 osoby. Dwukrotnie ogłoszono #CzarnyAletrDrogowy
WYPADEK;#czarnyalertdrogowy – śmiertelny wypadek w Mikołowie
WYPADEK;Policyjny śmigłowiec nad A2 – wakacyjne bezpieczeństwo pod szczególnym nadzorem
WYPADEK;Dwa groźne wypadki z udziałem rowerzystów – apelujemy o ostrożność
WYPADEK;„W rytmie bezpiecznych dróg” – pierwszy koncert II edycji seminarium dla młodzieży za nami
WYPADEK;Wypadki na hulajnogach elektrycznych. Apelujemy o ostrożność i przypominamy przepisy
WYPADEK;Policjant w czasie wolnym zatrzymał nietrzeźwego kierowcę
WYPADEK;Rażące naruszenie przepisów ruchu drogowego. 45-latka zatrzymana przez trzebnickich policjantów
WYPADEK;Śmiertelne żniwo na śląskich drogach od początku wakacji. Apelujemy o rozwagę
WYPADEK;Rowerzysto, zwolnij! I nie zapominaj o kasku!
WYPADEK;Niebezpieczne manewry wyprzedzania pod lupą bydgoskiej „drogówki” na trasie S5
WYPADEK;16 000 kierowców skontrolowanych jedego dnia. Działania Trzeźwość na Warmii i Mazurach
WYPADEK;Policjanci dbają o bezpieczeństwo niechronionych uczestników ruchu drogowego
WYPADEK;Niebezpieczne zdarzenie z udziałem dziecka na rowerze - 12-latek wjechał wprost pod koła ciężarówki
WYPADEK;Prawo jazdy od miesiąca i wyprzedzanie na czołówkę
WYPADEK;Hulajnoga nie wybacza błędów. Nie przeHULAJ zdrowia
WYPADEK;Cofała korytarzem życia na drodze ekspresowej – została ukarana mandatem
WYPADEK;Będąc po służbie zatrzymali nietrzeźwego 67-latka
WYPADEK;Policjantem jest się zawsze, nawet na urlopie. Wyszkowski funkcjonariusz zatrzymał kompletnie pijanego sprawcę kolizji
WYPADEK;Stop Agresji Drogowej
WYPADEK;Nieodpowiedzialna jazda na hulajnodze elektrycznej po drodze krajowej
WYPADEK;Nieodpowiedzialne zachowanie młodych mężczyzn – reakcja policjantów z grupy SPEED i stanowczy wyrok sądu
WYPADEK;Policjant po służbie zatrzymał nietrzeźwego kierowcę - szybka reakcja zapobiegła tragedii
WYPADEK;Nie mają wolnego od reagowania na łamanie przepisów
WYPADEK;Zjechał na parking..... schodami
WYPADEK;Niebezpieczne zdarzenia z udziałem hulajnóg elektrycznych - policjanci apelują o zachowanie rozsądku i przestrzeganie przepisów
WYPADEK;Nie przeHULAJ bezpieczeństwa – akcja piaseczyńskiej drogówki wymierzona w lekkomyślnych użytkowników hulajnóg elektrycznych
WYPADEK;Uwaga kierowcy! Zmiana organizacji ruchu na przejściu granicznym w Świecku
WYPADEK;Niebezpieczne zdarzenia z udziałem hulajnóg elektrycznych. Apel o rozwagę i przestrzeganie przepisów
WYPADEK;Taksówkarz pędził 106 km/h w terenie zabudowanym
WYPADEK;Policjant czujny po służbie
WYPADEK;Policja wspiera bezpieczeństwo najmłodszych
WYPADEK;Pirat drogowy „pędził” z prędkością 257 km/h!
WYPADEK;Pijany jechał na zakazie w kradzionym samochodzie. 31-latek błyskawicznie zatrzymany
WYPADEK;Śląscy policjanci w drodze na szkolenie zatrzymali nietrzeźwego kierowcę
WYPADEK;186 km/h drogą ekspresową bez uprawnień– szaleńczą jazdę motocyklisty przerwali policjanci z gryfickiej drogówki
WYPADEK;Pomagamy i chronimy - dwaj policjanci z KGP w czasie wolnym od służby udzielili pomocy kobiecie
WYPADEK;Zdecydowanie za szybko
WYPADEK;Policjanci kontynuują działania „Drift-Stop”
WYPADEK;Piesza potrącona na przejściu – policjanci wyjaśniają okoliczności zdarzenia drogowego
WYPADEK;15-latek zatrzymany w Radomiu za przekroczenie prędkości hulajnogą elektryczną. Bezpieczeństwo na hulajnogach elektrycznych
WYPADEK;Poszukiwany, nie zatrzymał się do kontroli, uciekał i dachował - 30-latek zatrzymany przez koluszkowskich kryminalnych
WYPADEK;Policja kontra nielegalne wyścigi - skuteczne działania w powiecie pruszkowskim
WYPADEK;Nietrzeźwy kierowca zatrzymany dzięki czujności policjanta po służbie
WYPADEK;Kolejny raz dolnośląscy policjanci weryfikowali legalność przewoźników świadczących usługi transportu osób
WYPADEK;Brak rozwagi za kierownicą mógł skończyć się tragicznie. Policja apeluje o ostrożność!
WYPADEK;Jechał pod prąd drogą ekspresową
WYPADEK;Policjant po służbie zatrzymał nietrzeźwego kierującego, a ten chciał mu wręczyć łapówkę
WYPADEK;Niebezpieczny manewr na przejściu dla pieszych
WYPADEK;Nietrzeźwy kierowca zatrzymany po pościgu na autostradzie
WYPADEK;Szczęście w nieszczęściu – apelujemy o rozwagę na drodze
WYPADEK;Pijany z dwoma zakazami prowadzenia pojazdów uciekał przed policjantami
WYPADEK;Autobus znalazł się na przejeździe między rogatkami
WYPADEK;Pędził drogą krajową ponad 200 km/h - nagrał to wideorejestrator
WYPADEK;Kurs na aplikację mobilną z narkotykami w puszce
WYPADEK;Spiesząc się na trening pędziła 100 km/h w obszarze zabudowanym – zobacz video!
WYPADEK;Policjantka pułtuskiej drogówki po służbie ujęła nietrzeźwego kierowcę
WYPADEK;Zatrzymany przy granicy - odpowie za szereg przestępstw
WYPADEK;Bezpieczniej na śląskich drogach - podsumowanie pierwszego półrocza 2025 roku
WYPADEK;Rzucił w radiowóz butelką z łatwopalną cieczą - 3 miesiące aresztu dla młodego mężczyzny
WYPADEK;Bezpieczną podróż na wakacje policjanci zapewniają także przy użyciu drona
WYPADEK;Hulajnoga elektryczna to nie zabawka!
WYPADEK;Stanowcza reakcja gostynińskiej drogówki. 10 tysięcy złotych mandatu i 51 punktów karnych dla pirata drogowego
WYPADEK;Bezpieczniej na polskich drogach w pierwszym półroczu 2025 roku
WYPADEK;Miał 198 km/h na liczniku i sądowy zakaz prowadzenia pojazdów
WYPADEK;Stracił prawo jazdy, bo nieprawidłowo wyprzedzał i spowodował kolizję
WYPADEK;Stop agresji drogowej! Zarzuty dla agresywnego kierowcy
WYPADEK;Jest bezpieczniej - policjanci podsumowali pierwsze półrocze na drogach Warmii i Mazur
WYPADEK;Działania opolskich policjantów w sprawie zachowania kierującego na autostradzie A4
WYPADEK;Wjechał autem do rowu - gdy pijany kierowca próbował z niego wyjechać, został zatrzymany przez policjanta będącego w czasie wolnym od służby
WYPADEK;Śmiertelnie potrącił i uciekł. Policjanci zatrzymali 31-letniego kierującego
WYPADEK;Podsumowanie działań Jednośladem bezpiecznie do celu
WYPADEK;Nawet w czasie wolnym - w trosce o bezpieczeństwo. Policjantka z drogówki zatrzymała pijanego kierowcę
WYPADEK;Policyjny pościg przez dwa powiaty zakończony zatrzymaniem nietrzeźwego kierowcy
WYPADEK;Policyjna akcja przeciwko brawurze
WYPADEK;Koniec roku szkolnego mógł okazać się tragiczny. Niebezpieczna jazda zakończona zatrzymaniem
WYPADEK;7-letni chłopiec bez opieki wjechał rowerem pod samochód
WYPADEK;Dziś prowadzimy akcję - „Jednośladem bezpiecznie przez wakacje”
WYPADEK;ZAPNIJ PASY - poczuj uścisk bezpieczeństwa
WYPADEK;Policyjna Mapa Wypadków Drogowych ze Skutkiem Śmiertelnym - Wakacje 2025
WYPADEK;Bezpieczne wakacje 2025
WYPADEK;Pierwsze zatrzymania pseudokibiców podejrzanych o udział w pobiciu
WYPADEK;Policyjny pościg za nietrzeźwym kierującym
WYPADEK;Policjanci kontrolują autokary, by dzieci mogły bezpiecznie dotrzeć do celu
WYPADEK;Przed nami okres wakacyjnych podróży - dolnośląscy policjanci niezmiennie mówią stanowcze Stop agresji drogowej
WYPADEK;Uciekał na motocyklu przed policją – sprawą zajmie się sąd rodzinny
